date,windspeed_avg,rainfall_avg,temperature_avg
2014-01-04,6.22,0.25,8.09
2014-01-05,4.94,0.0,5.29
2014-01-06,9.53,0.4,11.51
2014-01-07,8.68,0.0,10.27
2014-01-08,5.15,0.07,9.34
2014-01-09,7.09,0.13,9.61
2014-01-10,4.22,0.0,5.09
2014-01-11,3.73,0.0,4.88
2014-01-12,3.28,0.0,1.24
2014-01-13,4.69,0.0,6.96
2014-01-14,3.74,0.65,4.45
2014-01-15,5.72,0.78,5.14
2014-01-16,5.85,1.1,8.26
2014-01-17,6.69,0.63,7.4
2014-01-18,3.79,0.0,6.34
2014-01-19,2.45,0.05,6.9
2014-01-20,2.59,0.0,5.14
2014-01-21,3.54,0.0,4.01
2014-01-22,5.53,0.18,3.24
2014-01-23,4.58,1.03,5.29
2014-01-24,2.64,0.0,3.01
2014-01-25,5.53,0.28,4.17
2014-01-26,5.72,0.9,4.77
2014-01-27,7.08,0.85,3.61
2014-01-28,6.95,0.58,3.99
2014-01-29,5.13,0.55,3.96
2014-01-30,2.83,0.0,4.0
2014-01-31,4.82,0.05,4.4
2014-02-01,7.54,1.5,6.69
2014-02-02,5.03,0.0,5.02
2014-02-03,3.72,0.0,4.09
2014-02-04,6.13,0.0,5.92
2014-02-05,9.53,0.4,7.18
2014-02-06,7.57,1.3,6.66
2014-02-07,8.29,0.7,8.14
2014-02-08,9.03,0.9,7.54
2014-02-09,9.45,0.15,5.71
2014-02-10,2.69,0.05,5.19
2014-02-11,7.01,0.5,5.16
2014-02-12,8.61,0.55,5.46
2014-02-13,5.5,0.55,4.98
2014-02-14,6.66,0.73,5.29
2014-02-15,9.96,0.03,9.35
2014-02-16,4.76,0.0,6.21
2014-02-17,3.99,0.02,6.32
2014-02-18,3.72,0.02,5.84
2014-02-19,3.35,0.13,7.16
2014-02-20,6.04,0.42,8.99
2014-02-21,5.84,0.23,6.26
2014-02-22,4.95,0.0,6.55
2014-02-23,5.58,0.0,8.0
2014-02-24,4.64,0.0,8.57
2014-02-25,5.86,0.53,8.61
2014-02-26,2.51,0.0,6.19
2014-02-27,5.21,0.42,5.31
2014-02-28,2.9,1.02,4.07
2014-03-01,2.44,0.42,4.46
2014-03-02,4.94,0.0,4.71
2014-03-03,5.26,1.08,6.22
2014-03-04,2.45,0.05,5.9
2014-03-05,1.74,0.0,6.34
2014-03-06,2.05,0.0,7.05
2014-03-07,3.49,0.0,8.35
2014-03-08,3.46,0.03,10.19
2014-03-09,4.05,0.0,11.88
2014-03-10,3.01,0.0,10.29
2014-03-11,4.94,0.0,9.23
2014-03-12,2.51,0.02,10.5
2014-03-13,1.8,0.0,8.64
2014-03-14,2.42,0.02,7.25
2014-03-15,6.42,0.0,9.89
2014-03-16,4.69,0.0,11.23
2014-03-17,3.34,0.0,9.64
2014-03-18,6.22,0.0,9.57
2014-03-19,4.89,0.0,10.65
2014-03-20,5.52,0.0,12.35
2014-03-21,5.14,1.5,8.85
2014-03-22,5.15,0.2,6.4
2014-03-23,4.3,0.25,5.71
2014-03-24,1.85,0.05,6.16
2014-03-25,3.35,0.0,6.48
2014-03-26,3.66,0.0,6.01
2014-03-27,2.31,0.13,6.39
2014-03-28,1.79,0.0,9.54
2014-03-29,3.48,0.0,12.45
2014-03-30,1.99,0.0,13.63
2014-03-31,1.14,0.0,15.35
2014-04-01,1.73,0.0,14.97
2014-04-02,2.45,0.0,15.31
2014-04-03,3.29,0.0,15.76
2014-04-04,2.81,0.0,11.95
2014-04-05,2.31,0.0,12.87
2014-04-06,3.67,0.05,14.49
2014-04-07,5.5,0.75,16.13
2014-04-08,7.35,0.38,10.15
2014-04-09,2.98,0.03,9.65
2014-04-10,1.61,0.0,10.45
2014-04-11,3.01,0.0,10.82
2014-04-12,3.14,0.02,10.35
2014-04-13,3.6,0.0,10.71
2014-04-14,4.64,0.0,9.24
2014-04-15,3.8,0.0,7.68
2014-04-16,2.13,0.0,9.21
2014-04-17,3.4,0.0,11.46
2014-04-18,5.07,0.0,9.85
2014-04-19,4.7,0.0,10.14
2014-04-20,4.17,0.03,13.89
2014-04-21,2.76,2.75,13.22
2014-04-22,2.71,1.3,13.09
2014-04-23,1.06,0.08,12.96
2014-04-24,2.77,0.0,13.79
2014-04-25,4.24,0.28,14.25
2014-04-26,3.59,0.35,10.21
2014-04-27,4.0,0.02,10.5
2014-04-28,1.73,0.0,11.76
2014-04-29,2.17,0.38,13.34
2014-04-30,2.58,0.02,12.86
2014-05-01,2.94,0.33,12.59
2014-05-02,5.46,0.0,11.8
2014-05-03,4.24,0.0,9.79
2014-05-04,1.2,0.0,9.96
2014-05-05,2.3,0.0,13.49
2014-05-06,3.34,0.8,14.5
2014-05-07,6.5,0.13,12.33
2014-05-08,6.61,1.06,11.84
2014-05-09,8.8,0.0,13.09
2014-05-10,7.33,1.1,11.71
2014-05-11,8.16,0.33,11.3
2014-05-12,5.71,0.03,11.51
2014-05-13,3.34,0.2,11.04
2014-05-14,3.6,0.02,10.94
2014-05-15,3.08,0.0,11.48
2014-05-16,3.52,0.0,13.39
2014-05-17,2.51,0.0,15.65
2014-05-18,2.08,0.0,17.46
2014-05-19,2.81,0.0,19.46
2014-05-20,4.24,1.52,17.55
2014-05-21,2.25,0.7,15.33
2014-05-22,5.8,2.0,16.26
2014-05-23,2.64,1.43,14.09
2014-05-24,4.49,0.68,13.49
2014-05-25,2.65,0.0,14.49
2014-05-26,3.21,1.0,15.06
2014-05-27,4.11,0.02,13.7
2014-05-28,3.21,0.0,13.26
2014-05-29,1.0,0.0,14.95
2014-05-30,3.35,0.0,14.7
2014-05-31,3.41,0.0,14.5
2014-06-01,1.48,0.0,13.84
2014-06-02,2.38,0.02,14.85
2014-06-03,1.86,0.42,15.74
2014-06-04,3.32,1.9,13.46
2014-06-05,5.34,0.13,13.53
2014-06-06,2.31,0.0,17.87
2014-06-07,3.42,0.0,21.59
2014-06-08,1.59,0.05,20.79
2014-06-09,3.74,0.6,20.58
2014-06-10,2.7,2.13,18.46
2014-06-11,2.11,0.0,18.31
2014-06-12,2.95,0.0,18.07
2014-06-13,3.35,0.0,18.48
2014-06-14,4.84,0.0,16.24
2014-06-15,4.75,0.0,14.84
2014-06-16,4.5,0.03,14.11
2014-06-17,4.81,0.03,14.92
2014-06-18,4.19,0.0,15.41
2014-06-19,2.64,0.0,15.54
2014-06-20,3.47,0.0,14.96
2014-06-21,1.59,0.0,16.49
2014-06-22,2.81,0.0,17.81
2014-06-23,3.54,0.0,18.11
2014-06-24,2.42,0.0,18.7
2014-06-25,4.38,0.0,16.38
2014-06-26,1.53,0.0,17.7
2014-06-27,2.11,1.63,17.27
2014-06-28,1.48,0.38,15.74
2014-06-29,3.15,0.38,14.83
2014-06-30,2.2,0.02,14.88
2014-07-01,3.59,0.0,15.96
2014-07-02,3.1,0.0,16.88
2014-07-03,2.68,0.0,20.22
2014-07-04,2.69,0.0,20.28
2014-07-05,4.57,0.95,18.74
2014-07-06,4.64,2.15,17.16
2014-07-07,1.81,0.0,16.3
2014-07-08,2.46,0.86,15.9
2014-07-09,5.66,2.32,14.26
2014-07-10,6.42,0.98,15.75
2014-07-11,3.16,0.93,15.99
2014-07-12,3.1,0.0,17.08
2014-07-13,4.06,0.23,17.88
2014-07-14,4.08,0.0,18.64
2014-07-15,3.47,0.0,18.23
2014-07-16,1.79,0.03,20.49
2014-07-17,2.17,0.0,22.6
2014-07-18,3.99,0.0,26.3
2014-07-19,3.73,0.25,24.34
2014-07-20,2.5,0.3,19.61
2014-07-21,4.45,0.07,19.46
2014-07-22,4.74,0.0,19.85
2014-07-23,3.92,0.03,23.61
2014-07-24,3.8,0.0,23.48
2014-07-25,4.51,0.0,20.69
2014-07-26,2.84,0.0,20.47
2014-07-27,1.61,1.1,20.99
2014-07-28,2.76,1.95,17.56
2014-07-29,3.79,0.0,18.35
2014-07-30,2.64,0.03,17.84
2014-07-31,1.74,0.0,18.93
2014-08-01,1.63,0.0,20.17
2014-08-02,3.54,0.13,20.51
2014-08-03,1.98,0.05,18.25
2014-08-04,1.86,0.0,18.29
2014-08-05,1.29,0.0,18.57
2014-08-06,2.77,0.8,17.53
2014-08-07,1.79,0.1,19.22
2014-08-08,2.63,2.1,18.74
2014-08-09,4.51,0.15,18.96
2014-08-10,4.94,1.7,17.93
2014-08-11,5.59,0.1,16.5
2014-08-12,5.28,0.33,16.27
2014-08-13,3.4,0.02,16.25
2014-08-14,3.86,1.48,15.95
2014-08-15,3.41,0.5,14.94
2014-08-16,4.38,0.05,16.1
2014-08-17,6.41,0.17,14.67
2014-08-18,4.88,0.1,15.35
2014-08-19,4.63,0.63,14.15
2014-08-20,1.86,0.65,12.92
2014-08-21,3.78,0.03,13.98
2014-08-22,3.61,0.45,13.95
2014-08-23,3.14,0.09,13.63
2014-08-24,1.86,0.17,13.94
2014-08-25,2.95,2.35,13.8
2014-08-26,4.05,2.63,16.35
2014-08-27,2.59,0.0,16.01
2014-08-28,3.47,0.07,17.46
2014-08-29,4.51,0.03,17.9
2014-08-30,4.89,0.3,16.34
2014-08-31,3.49,0.02,16.2
2014-09-01,2.05,0.05,15.41
2014-09-02,1.6,0.1,17.89
2014-09-03,3.66,0.0,17.16
2014-09-04,2.77,0.0,17.65
2014-09-05,1.72,0.0,19.18
2014-09-06,1.88,0.0,18.11
2014-09-07,0.89,0.0,17.6
2014-09-08,3.23,0.0,17.09
2014-09-09,3.34,0.0,15.07
2014-09-10,3.67,0.0,14.66
2014-09-11,3.86,0.0,15.29
2014-09-12,4.05,0.03,16.27
2014-09-13,4.42,0.02,16.08
2014-09-14,3.54,0.02,15.7
2014-09-15,2.65,0.0,18.04
2014-09-16,1.54,0.0,18.26
2014-09-17,3.15,0.05,20.39
2014-09-18,1.65,0.13,20.81
2014-09-19,1.15,3.88,19.64
2014-09-20,1.55,0.65,19.11
2014-09-21,4.39,0.5,16.1
2014-09-22,3.31,0.06,12.99
2014-09-23,1.01,0.0,12.9
2014-09-24,2.64,0.17,12.94
2014-09-25,3.74,0.03,12.59
2014-09-26,3.15,0.0,15.16
2014-09-27,1.09,0.0,17.41
2014-09-28,2.24,0.0,17.43
2014-09-29,2.06,0.28,16.61
2014-09-30,1.99,0.03,16.27
2014-10-01,2.13,0.05,16.18
2014-10-02,1.41,0.0,17.04
2014-10-03,0.56,0.0,17.66
2014-10-04,3.85,0.88,15.16
2014-10-05,3.2,0.0,13.04
2014-10-06,3.91,0.5,12.59
2014-10-07,5.51,0.58,12.25
2014-10-08,5.54,0.82,13.74
2014-10-09,6.17,0.0,15.28
2014-10-10,3.52,0.0,13.64
2014-10-11,1.85,0.88,12.79
2014-10-12,3.34,0.93,12.25
2014-10-13,6.36,0.0,14.48
2014-10-14,5.68,0.13,12.79
2014-10-15,2.46,0.11,12.07
2014-10-16,4.11,0.2,15.41
2014-10-17,3.48,0.3,15.11
2014-10-18,4.17,0.0,17.98
2014-10-19,4.56,0.0,17.13
2014-10-20,4.75,0.0,14.57
2014-10-21,8.41,0.2,12.06
2014-10-22,5.98,0.07,9.57
2014-10-23,3.21,0.0,11.78
2014-10-24,4.47,0.38,11.63
2014-10-25,2.71,0.02,13.25
2014-10-26,2.84,0.0,13.31
2014-10-27,2.5,0.03,11.9
2014-10-28,4.95,0.0,9.72
2014-10-29,2.84,0.42,11.29
2014-10-30,2.56,0.02,13.15
2014-10-31,3.23,0.05,14.09
2014-11-01,3.35,0.0,14.82
2014-11-02,6.17,0.4,13.84
2014-11-03,7.64,3.87,12.06
2014-11-04,3.15,0.03,8.49
2014-11-05,1.8,0.03,6.82
2014-11-06,3.21,0.0,7.7
2014-11-07,7.45,0.0,9.13
2014-11-08,5.71,0.0,9.96
2014-11-09,3.6,0.0,10.1
2014-11-10,4.11,0.03,8.61
2014-11-11,4.11,0.03,9.56
2014-11-12,4.13,0.02,10.66
2014-11-13,4.17,0.03,7.95
2014-11-14,3.99,1.05,9.65
2014-11-15,2.06,1.65,9.71
2014-11-16,1.45,0.13,8.18
2014-11-17,2.19,0.05,7.81
2014-11-18,2.19,0.02,8.32
2014-11-19,1.8,0.0,8.26
2014-11-20,2.3,0.0,6.0
2014-11-21,2.98,0.02,5.93
2014-11-22,2.89,0.0,9.06
2014-11-23,3.23,0.0,10.88
2014-11-24,2.51,0.0,7.89
2014-11-25,4.35,0.02,5.99
2014-11-26,2.34,0.23,7.83
2014-11-27,2.45,0.03,9.99
2014-11-28,3.41,0.0,10.7
2014-11-29,1.76,0.0,5.95
2014-11-30,1.73,0.13,3.83
2014-12-01,4.17,0.0,2.75
2014-12-02,3.69,-0.03,2.63
2014-12-03,4.57,-0.01,1.26
2014-12-04,2.5,0.0,0.24
2014-12-05,1.72,0.1,3.4
2014-12-06,3.35,-0.03,4.21
2014-12-07,3.61,0.26,2.64
2014-12-08,2.49,0.8,2.21
2014-12-09,4.35,0.01,3.79
2014-12-10,7.14,0.3,6.89
2014-12-11,6.2,0.34,7.01
2014-12-12,8.89,1.06,8.55
2014-12-13,1.84,0.03,4.28
2014-12-14,2.93,0.0,0.45
2014-12-15,4.75,0.01,5.55
2014-12-16,2.79,0.01,5.3
2014-12-17,5.2,1.0,8.13
2014-12-18,7.69,0.2,11.86
2014-12-19,6.46,0.73,9.41
2014-12-20,5.11,0.0,6.18
2014-12-21,4.78,0.02,6.04
2014-12-22,8.7,0.0,10.52
2014-12-23,6.83,0.01,10.79
2014-12-24,6.76,0.25,8.22
2014-12-25,3.96,-0.01,4.66
2014-12-26,3.05,0.11,3.14
2014-12-27,9.16,2.06,2.74
2014-12-28,6.18,0.03,-1.53
2014-12-29,3.56,0.06,1.61
2014-12-30,3.15,0.0,2.42
2014-12-31,1.7,0.0,3.45
2015-01-01,5.31,0.0,1.73
2015-01-02,5.88,0.02,6.08
2015-01-03,3.31,1.35,3.26
2015-01-04,1.99,0.0,2.3
2015-01-05,2.76,0.0,0.04
2015-01-06,3.76,-0.01,0.25
2015-01-07,4.18,0.0,2.05
2015-01-08,6.25,1.71,6.88
2015-01-09,8.95,0.0,9.91
2015-01-10,11.05,0.06,10.98
2015-01-11,6.46,0.22,5.5
2015-01-12,8.92,0.05,7.95
2015-01-13,8.09,0.36,8.93
2015-01-14,6.71,1.09,4.81
2015-01-15,9.86,0.74,8.41
2015-01-16,4.26,-0.04,4.91
2015-01-17,3.63,0.0,1.98
2015-01-18,4.0,1.71,2.66
2015-01-19,1.75,0.3,1.8
2015-01-20,2.14,-0.01,0.51
2015-01-21,3.19,0.0,0.01
2015-01-22,3.69,0.0,-1.32
2015-01-23,1.49,0.0,0.01
2015-01-24,4.41,0.96,1.86
2015-01-25,3.09,-0.01,2.96
2015-01-26,4.56,0.16,6.88
2015-01-27,3.25,0.0,4.41
2015-01-28,7.05,0.25,5.64
2015-01-29,6.83,0.31,2.54
2015-01-30,3.72,0.34,1.96
2015-01-31,2.71,0.09,1.2
2015-02-01,7.39,1.65,3.17
2015-02-02,4.31,0.56,1.13
2015-02-03,1.49,0.03,0.49
2015-02-04,2.74,0.04,1.74
2015-02-05,3.7,-0.01,-0.45
2015-02-06,7.56,0.0,-0.05
2015-02-07,5.18,0.01,1.61
2015-02-08,5.26,0.01,4.67
2015-02-09,2.6,-0.03,2.39
2015-02-10,2.45,-0.02,4.6
2015-02-11,1.93,0.0,3.74
2015-02-12,2.29,0.0,2.4
2015-02-13,5.66,0.24,5.25
2015-02-14,4.61,0.11,7.11
2015-02-15,2.29,0.0,5.88
2015-02-16,3.04,0.0,2.06
2015-02-17,2.88,0.33,4.7
2015-02-18,1.76,0.0,-0.1
2015-02-19,6.46,0.0,2.89
2015-02-20,6.9,1.78,5.8
2015-02-21,2.99,0.8,3.47
2015-02-22,5.53,0.07,3.05
2015-02-23,6.99,0.77,5.99
2015-02-24,6.14,0.38,5.45
2015-02-25,2.76,0.88,4.55
2015-02-26,4.34,1.06,6.95
2015-02-27,4.11,0.04,4.75
2015-02-28,6.71,0.0,4.71
2015-03-01,8.29,0.33,8.93
2015-03-02,7.91,0.2,5.93
2015-03-03,6.26,0.38,4.94
2015-03-04,4.7,-0.01,4.42
2015-03-05,3.21,0.0,4.25
2015-03-06,2.3,0.0,5.63
2015-03-07,3.71,0.0,7.23
2015-03-08,4.4,0.0,8.64
2015-03-09,2.9,0.0,8.96
2015-03-10,3.15,-0.03,9.41
2015-03-11,2.98,0.0,6.14
2015-03-12,2.99,0.0,7.19
2015-03-13,3.93,0.0,6.72
2015-03-14,5.57,0.1,5.0
2015-03-15,4.41,0.09,5.16
2015-03-16,2.4,-0.01,6.46
2015-03-17,2.07,0.0,9.8
2015-03-18,4.61,0.0,7.64
2015-03-19,3.72,-0.01,6.5
2015-03-20,3.17,0.0,6.48
2015-03-21,5.45,0.05,5.74
2015-03-22,4.84,0.0,5.59
2015-03-23,1.54,0.0,4.51
2015-03-24,2.13,1.45,4.68
2015-03-25,4.4,0.84,4.97
2015-03-26,4.6,0.33,3.89
2015-03-27,4.2,0.0,6.42
2015-03-28,5.9,0.15,8.63
2015-03-29,10.71,1.74,10.46
2015-03-30,7.42,0.3,8.52
2015-03-31,12.79,0.17,10.7
2015-04-01,8.68,0.09,6.94
2015-04-02,5.47,1.59,7.14
2015-04-03,2.85,0.3,5.52
2015-04-04,4.44,0.19,6.41
2015-04-05,3.15,0.0,5.8
2015-04-06,2.5,-0.01,5.26
2015-04-07,1.4,0.0,8.1
2015-04-08,2.23,0.0,9.46
2015-04-09,1.56,0.0,11.62
2015-04-10,1.88,0.03,13.41
2015-04-11,5.59,0.06,11.53
2015-04-12,4.6,0.0,10.18
2015-04-13,1.96,0.0,11.5
2015-04-14,2.93,0.03,15.19
2015-04-15,1.65,0.0,16.8
2015-04-16,4.58,0.0,13.8
2015-04-17,6.53,-0.01,10.96
2015-04-18,5.87,0.0,9.99
2015-04-19,4.8,0.0,9.39
2015-04-20,4.56,0.0,12.45
2015-04-21,4.39,0.0,12.31
2015-04-22,5.79,0.0,9.84
2015-04-23,2.54,0.0,11.31
2015-04-24,3.06,0.0,13.26
2015-04-25,3.66,0.21,13.66
2015-04-26,2.48,1.07,12.09
2015-04-27,5.38,0.02,9.09
2015-04-28,4.36,0.0,8.24
2015-04-29,4.54,0.29,9.28
2015-04-30,4.06,0.0,9.7
2015-05-01,4.28,0.0,9.33
2015-05-02,3.23,0.0,11.28
2015-05-03,4.65,0.41,14.17
2015-05-04,4.01,0.6,14.81
2015-05-05,7.67,4.59,16.5
2015-05-06,9.16,0.09,12.46
2015-05-07,4.19,-0.01,11.57
2015-05-08,2.34,0.01,15.19
2015-05-09,8.79,-0.04,14.5
2015-05-10,2.89,0.0,14.46
2015-05-11,3.04,0.0,17.95
2015-05-12,4.61,0.0,14.78
2015-05-13,2.22,0.03,13.16
2015-05-14,3.58,0.93,10.35
2015-05-15,4.25,0.19,10.91
2015-05-16,3.46,0.04,11.94
2015-05-17,2.7,0.0,12.65
2015-05-18,5.51,0.08,11.26
2015-05-19,7.08,0.48,10.24
2015-05-20,4.23,0.19,10.13
2015-05-21,3.19,0.01,12.05
2015-05-22,2.54,-0.01,13.6
2015-05-23,3.18,-0.01,14.03
2015-05-24,2.51,-0.01,13.71
2015-05-25,4.46,0.07,13.45
2015-05-26,3.04,0.0,13.79
2015-05-27,2.82,0.0,15.45
2015-05-28,6.31,-0.01,14.31
2015-05-29,5.08,0.19,11.38
2015-05-30,4.17,0.0,12.11
2015-05-31,5.12,1.04,12.86
2015-06-01,3.51,0.0,12.45
2015-06-02,7.72,0.35,15.15
2015-06-03,5.07,0.06,14.89
2015-06-04,1.91,0.0,16.79
2015-06-05,3.22,0.13,20.81
2015-06-06,4.51,0.05,15.09
2015-06-07,3.42,0.0,14.57
2015-06-08,6.76,0.0,13.45
2015-06-09,7.48,0.0,12.9
2015-06-10,6.25,0.0,16.16
2015-06-11,4.9,0.0,19.99
2015-06-12,3.93,0.25,22.31
2015-06-13,5.89,0.0,17.21
2015-06-14,2.94,0.0,16.06
2015-06-15,5.15,0.63,15.91
2015-06-16,4.19,0.0,14.85
2015-06-17,3.9,0.0,16.64
2015-06-18,4.31,0.28,15.8
2015-06-19,3.6,0.0,14.21
2015-06-20,2.63,1.35,15.75
2015-06-21,5.0,0.03,16.34
2015-06-22,4.27,1.99,12.85
2015-06-23,4.56,0.06,13.41
2015-06-24,1.88,0.02,15.71
2015-06-25,2.06,0.0,19.61
2015-06-26,2.7,0.0,21.15
2015-06-27,4.2,0.0,18.88
2015-06-28,2.25,0.0,19.09
2015-06-29,3.06,0.0,19.92
2015-06-30,2.39,0.0,22.64
2015-07-01,3.44,0.0,27.25
2015-07-02,3.27,0.41,23.14
2015-07-03,3.3,0.0,23.9
2015-07-04,4.06,-0.01,25.03
2015-07-05,3.03,0.11,19.09
2015-07-06,2.83,0.0,19.79
2015-07-07,4.1,-0.01,18.91
2015-07-08,5.86,0.38,15.4
2015-07-09,3.61,0.0,15.85
2015-07-10,2.48,0.0,18.33
2015-07-11,4.41,0.0,20.33
2015-07-12,4.36,0.11,16.67
2015-07-13,5.14,0.24,17.37
2015-07-14,5.69,0.04,18.34
2015-07-15,3.35,0.24,18.51
2015-07-16,3.52,-0.01,22.11
2015-07-17,5.65,0.08,22.05
2015-07-18,3.63,0.0,19.18
2015-07-19,3.5,1.01,18.07
2015-07-20,3.29,0.74,20.0
2015-07-21,4.34,-0.01,20.85
2015-07-22,4.06,0.0,19.42
2015-07-23,2.45,0.0,18.02
2015-07-24,2.99,0.06,19.89
2015-07-25,6.03,1.99,15.89
2015-07-26,3.51,0.48,13.66
2015-07-27,7.81,0.33,16.42
2015-07-28,6.92,-0.01,15.85
2015-07-29,5.33,0.13,15.35
2015-07-30,2.97,0.41,14.14
2015-07-31,2.1,0.0,15.36
2015-08-01,2.49,0.0,17.95
2015-08-02,1.75,0.0,18.89
2015-08-03,2.99,0.0,22.95
2015-08-04,4.56,1.07,18.53
2015-08-05,2.51,0.0,20.26
2015-08-06,3.16,0.0,20.24
2015-08-07,1.81,0.0,20.2
2015-08-08,2.2,0.0,20.33
2015-08-09,1.38,0.0,20.24
2015-08-10,2.94,0.0,19.81
2015-08-11,3.13,0.0,19.24
2015-08-12,4.86,0.0,22.61
2015-08-13,4.94,5.81,22.39
2015-08-14,3.1,0.01,20.95
2015-08-15,3.36,0.45,17.21
2015-08-16,2.52,0.0,16.72
2015-08-17,3.11,-0.03,14.08
2015-08-18,2.69,0.65,14.86
2015-08-19,2.46,0.0,18.24
2015-08-20,2.07,0.0,18.24
2015-08-21,2.15,0.0,21.35
2015-08-22,3.05,0.0,22.95
2015-08-23,3.66,-0.01,19.15
2015-08-24,4.24,2.01,16.33
2015-08-25,6.65,0.39,16.34
2015-08-26,6.29,0.87,19.81
2015-08-27,3.86,1.07,15.16
2015-08-28,2.25,0.03,15.66
2015-08-29,2.0,0.03,18.21
2015-08-30,3.01,0.07,22.88
2015-08-31,3.7,3.14,20.64
2015-09-01,3.39,0.16,16.32
2015-09-02,0.9,0.13,13.87
2015-09-03,3.11,0.01,13.01
2015-09-04,3.81,-0.01,13.41
2015-09-05,3.72,0.05,13.23
2015-09-06,4.21,-0.03,12.36
2015-09-07,3.5,0.05,12.76
2015-09-08,3.02,0.0,14.8
2015-09-09,4.08,0.0,15.7
2015-09-10,4.13,0.0,15.54
2015-09-11,2.16,0.0,15.57
2015-09-12,2.69,-0.01,15.91
2015-09-13,2.7,2.97,11.41
2015-09-14,5.94,0.19,14.25
2015-09-15,6.79,0.0,13.38
2015-09-16,5.3,0.67,15.67
2015-09-17,5.76,0.51,14.73
2015-09-18,4.54,0.7,13.08
2015-09-19,3.06,0.03,13.63
2015-09-20,1.74,0.0,13.63
2015-09-21,3.1,0.69,13.23
2015-09-22,3.77,0.81,12.79
2015-09-23,4.78,0.05,12.81
2015-09-24,4.35,0.13,13.01
2015-09-25,2.13,0.05,13.03
2015-09-26,3.0,0.0,11.64
2015-09-27,4.71,0.03,12.69
2015-09-28,4.64,0.0,12.5
2015-09-29,5.25,0.0,12.78
2015-09-30,5.26,0.0,12.67
2015-10-01,4.84,0.0,11.76
2015-10-02,2.66,0.0,11.63
2015-10-03,1.1,0.0,12.09
2015-10-04,1.44,0.05,11.75
2015-10-05,2.65,1.16,14.29
2015-10-06,3.75,1.29,16.45
2015-10-07,5.55,0.16,14.09
2015-10-08,2.25,0.22,12.33
2015-10-09,1.06,0.03,11.16
2015-10-10,3.95,0.0,10.85
2015-10-11,3.41,0.03,8.5
2015-10-12,2.11,0.0,7.97
2015-10-13,3.98,-0.01,6.79
2015-10-14,2.91,0.05,5.65
2015-10-15,3.41,0.35,5.03
2015-10-16,2.32,0.66,7.44
2015-10-17,2.24,0.22,10.12
2015-10-18,1.46,0.0,8.89
2015-10-19,1.86,0.0,11.14
2015-10-20,1.71,0.26,10.6
2015-10-21,3.45,0.25,8.7
2015-10-22,3.53,0.07,12.52
2015-10-23,1.4,0.0,11.38
2015-10-24,2.08,0.0,11.64
2015-10-25,2.9,-0.01,11.11
2015-10-26,2.71,0.02,11.74
2015-10-27,2.69,0.03,11.8
2015-10-28,2.11,0.68,12.2
2015-10-29,3.38,0.06,9.52
2015-10-30,3.21,0.03,11.11
2015-10-31,2.77,0.02,10.31
2015-11-01,1.55,0.05,10.09
2015-11-02,2.8,0.05,6.51
2015-11-03,2.91,0.0,10.16
2015-11-04,3.74,0.05,12.46
2015-11-05,3.82,0.38,13.7
2015-11-06,5.45,0.13,15.79
2015-11-07,5.0,0.13,17.09
2015-11-08,3.98,0.0,14.32
2015-11-09,6.26,-0.04,13.9
2015-11-10,5.59,0.0,13.5
2015-11-11,4.46,0.0,12.2
2015-11-12,3.71,0.0,13.1
2015-11-13,5.91,-0.04,11.56
2015-11-14,6.06,-0.05,8.97
2015-11-15,9.56,-0.03,13.58
2015-11-16,6.21,0.1,12.36
2015-11-17,9.45,0.69,14.61
2015-11-18,9.03,-0.01,13.35
2015-11-19,6.06,1.99,12.16
2015-11-20,3.91,0.49,7.95
2015-11-21,5.89,1.25,4.29
2015-11-22,2.95,2.76,2.04
2015-11-23,1.66,0.0,1.45
2015-11-24,6.19,1.05,3.83
2015-11-25,4.46,0.75,6.14
2015-11-26,2.33,0.36,5.84
2015-11-27,4.79,0.03,4.04
2015-11-28,6.55,0.06,6.46
2015-11-29,10.04,0.36,10.8
2015-11-30,9.02,1.28,11.35
2015-12-01,6.61,1.18,12.49
2015-12-02,5.04,0.0,10.83
2015-12-03,5.11,0.0,8.55
2015-12-04,5.49,0.33,9.16
2015-12-05,7.16,0.0,6.85
2015-12-06,7.48,0.0,9.88
2015-12-07,4.13,0.0,9.99
2015-12-08,4.7,0.28,9.19
2015-12-09,3.46,0.0,6.85
2015-12-10,7.85,0.03,4.45
2015-12-11,5.26,0.88,6.92
2015-12-12,3.83,0.01,8.66
2015-12-13,4.26,0.02,9.25
2015-12-14,3.69,0.0,5.78
2015-12-15,3.26,0.61,7.82
2015-12-16,5.88,0.48,12.54
2015-12-17,5.22,0.0,13.36
2015-12-18,3.64,0.07,11.68
2015-12-19,4.95,0.02,12.1
2015-12-20,5.16,-0.03,11.66
2015-12-21,7.95,0.13,10.54
2015-12-22,9.74,0.31,12.48
2015-12-23,5.72,0.0,10.4
2015-12-24,7.21,0.21,9.79
2015-12-25,5.53,0.21,9.7
2015-12-26,6.51,0.0,11.44
2015-12-27,4.9,0.0,9.93
2015-12-28,4.1,0.0,7.58
2015-12-29,4.63,0.05,8.79
2015-12-30,6.49,0.0,7.79
2015-12-31,5.94,0.66,8.25
2016-01-01,3.23,-0.03,5.68
2016-01-02,6.55,1.29,8.35
2016-01-03,7.24,1.55,6.99
2016-01-04,5.5,0.18,7.26
2016-01-05,5.34,0.04,6.89
2016-01-06,3.3,-0.01,7.45
